BHK,Price,registration_charges,localities,super_built_up_area,carpet_area,price_per_sqft,bathroom,balconies,status,additional_room,transaction_type,floorNum,funrished_status,address,facing,projectName,Area_sqft,Property_Type,regions,price_in_inr
2.0,₹78.8 Lac,"₹4,41,335",Sarjapur Road,1065.0,890,7399.0,2.0,0.0,Ready to move,None,New Property,4,Unfurnished,Sarjapur Road,East,Proleesha LA CASA,1065.0,Multistorey Apartment,Bangalore,7880000.0
3.0,₹2.85 Cr,Not specified,Sarjapur Road,1657.0,1360,17199.0,3.0,2.0,Ready to move,None,Resale,7,Semi-Furnished,Sarjapur Road,East,SJR Palazza City,1657.0,Multistorey Apartment,Bangalore,28500000.0
2.0,₹78 Lac,"₹4,36,799",Begur Road,1275.0,1046,6117.0,2.0,2.0,Ready to move,None,Resale,3,Unfurnished,Begur Road,West,Hexa Supreme,1275.0,Multistorey Apartment,Bangalore,7800000.0
3.0,₹1.3 Cr,"₹7,27,999",Bommasandra,1500.0,1231,8666.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,Kaduneesanhalli,East,GM Global Techies Town Tower C,1500.0,Multistorey Apartment,Bangalore,13000000.0
2.0,₹49.6 Lac,Not specified,Sarjapur Road,1150.0,944,4313.0,2.0,0.0,Ready to move,None,New Property,Not specified,Unfurnished,Sarjapur Road,Not Specified,SNR Verity,1150.0,Multistorey Apartment,Bangalore,4960000.0
3.0,₹1.9 Cr,Not specified,Sarjapur Road,1513.0,1242,12557.0,3.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Sarjapur Road,Not Specified,Brigade Gem,1513.0,Multistorey Apartment,Bangalore,19000000.0
2.0,₹38 Lac,Not specified,Chandapura,965.0,792,3937.0,2.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,Chandapura,West,UNKNOWN,965.0,Multistorey Apartment,Bangalore,3800000.0
3.0,₹89 Lac,Not specified,South Avenue,1428.0,1172,6232.0,2.0,2.0,Ready to move,None,Resale,6,Semi-Furnished,SBCH,West,Skyline Bagmane Champagne Hills,1428.0,Multistorey Apartment,Bangalore,8900000.0
2.0,₹61 Lac,Not specified,Basapura Main Road,1015.0,750,6009.0,2.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,Basapura Main Road Banglore,North,UNKNOWN,1015.0,Multistorey Apartment,Bangalore,6100000.0
10.0,₹2.25 Cr,Not specified,Bannerghatta,2280.0,2000,9868.0,2.0,2.0,Ready to move,None,Resale,3,Semi-Furnished,No 437 Aiswarya Golden Nest Layout East Block Koppa Gate Bannerghatta Road Bangalore,East,UNKNOWN,2280.0,Residential House,Bangalore,22500000.0
3.0,₹1.4 Cr,Not specified,Rayasandra,1640.0,1346,8536.0,3.0,2.0,Ready to move,None,New Property,2,Semi-Furnished,201 SJR Parkway Homes,East,Parkway Homes,1640.0,Multistorey Apartment,Bangalore,14000000.0
3.0,₹1.54 Cr,Not specified,Raghuvanahalli Bcmc Layout,2070.0,1699,7439.0,3.0,0.0,Not specified,None,Resale,3,Unfurnished,Raghuvanahalli BCMC Layout,East,UNKNOWN,2070.0,Builder Floor Apartment,Bangalore,15400000.0
3.0,₹2.15 Cr,Not specified,Gattahalli,2350.0,1929,9148.0,3.0,0.0,Ready to move,Store Room,New Property,Not specified,Unfurnished,Gattahalli,East,UNKNOWN,2350.0,Villa,Bangalore,21500000.0
3.0,₹1.95 Cr,Not specified,Uttarahalli,1358.0,1029,14359.0,2.0,0.0,Ready to move,None,Resale,12,Furnished,Uttarahalli,East,Prestige Lake Ridge,1358.0,Multistorey Apartment,Bangalore,19500000.0
3.0,₹2.7 Cr,Not specified,Kasavanahalli,1792.0,1471,15066.0,3.0,2.0,Ready to move,None,Resale,14,Unfurnished,C-1502,North,Bren Zahara,1792.0,Multistorey Apartment,Bangalore,27000000.0
3.0,₹2.02 Cr,Not specified,Electronic City Phase 2,2377.0,1951,8498.0,3.0,2.0,Not specified,Study Room,New Property,Not specified,Unfurnished,Shanders south city Ecity phase2 Bangalore,Not Specified,UNKNOWN,2377.0,Villa,Bangalore,20200000.0
2.0,₹37 Lac,"₹2,07,199",Electronic City,770.0,632,4805.0,2.0,0.0,Ready to move,None,Resale,5,Unfurnished,Electronic City,East,Sipani Bliss,770.0,Multistorey Apartment,Bangalore,3700000.0
3.0,₹1.8 Cr,Not specified,Chikkakannalli,1490.0,1223,12080.0,3.0,2.0,Not specified,Store Room,Resale,3,Unfurnished,P 304.,East,Godrej Park Retreat,1490.0,Multistorey Apartment,Bangalore,18000000.0
3.0,₹2.05 Cr,Not specified,Sarjapur Road,1241.0,800,16518.0,2.0,0.0,Ready to move,None,Resale,2,Unfurnished,off Sarjapur Road,West,Godrej Park Retreat,1241.0,Multistorey Apartment,Bangalore,20500000.0
3.0,₹75 Lac,"₹4,19,999",Mysore Road,1082.0,775,6931.0,2.0,0.0,Ready to move,None,Resale,3,Furnished,Mysore Road,East,Provident Rays of Dawn,1082.0,Multistorey Apartment,Bangalore,7500000.0
2.0,₹2 Cr,"₹11,20,000",Hosur Road,1345.0,1104,14869.0,2.0,2.0,Ready to move,None,Resale,12,Unfurnished,Hosur Road,North,Salarpuria Sattva Greenage,1345.0,Multistorey Apartment,Bangalore,20000000.0
3.0,₹2.1 Cr,Not specified,Singasandra,1498.0,1230,14018.0,3.0,0.0,Ready to move,None,Resale,15,Unfurnished,Singasandra,East,UNKNOWN,1498.0,Multistorey Apartment,Bangalore,21000000.0
2.0,₹2 Cr,"₹11,20,000",Haralur,1200.0,985,16666.0,2.0,0.0,Ready to move,None,Resale,11,Semi-Furnished,Haralur,North - East,Shriram Chirping Woods,1200.0,Multistorey Apartment,Bangalore,20000000.0
2.0,₹1.4 Cr,"₹7,83,999",Electronic City,1108.0,909,12635.0,2.0,0.0,Ready to move,None,Resale,6,Unfurnished,Prestige Sunrise Park,East,Prestige Sunrise Park Brichwood,1108.0,Multistorey Apartment,Bangalore,14000000.0
3.0,₹1.85 Cr,Not specified,Kudlu Gate,1720.0,1280,10755.0,3.0,0.0,Not specified,None,Resale,4,Unfurnished,harlur main road,North - East,Abhee Riviera Royale,1720.0,Multistorey Apartment,Bangalore,18500000.0
3.0,₹1.6 Cr,"₹8,95,999",Hosakerehalli,2250.0,2050,7111.0,3.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,Saptagiri Layout Hosakerehalli Bangalore,North,UNKNOWN,2250.0,Builder Floor Apartment,Bangalore,16000000.0
3.0,₹2.05 Cr,Not specified,Hsr Layout Sector 1,1795.0,1256,11420.0,2.0,2.0,Not specified,None,Resale,1,Unfurnished,harlur road,East,UNKNOWN,1795.0,Multistorey Apartment,Bangalore,20500000.0
2.0,₹69.5 Lac,Not specified,Kanakapura Road,1391.0,1142,4996.0,2.0,0.0,Ready to move,None,New Property,Not specified,Unfurnished,Kanakapura Road,Not Specified,Redtree Raindrops,1391.0,Multistorey Apartment,Bangalore,6950000.0
3.0,₹1.43 Cr,Not specified,Sarjapur Road,1590.0,1305,8993.0,3.0,0.0,Under construction,None,New Property,Not specified,Unfurnished,Sarjapur Road,Not Specified,Mana Dale,1590.0,Multistorey Apartment,Bangalore,14300000.0
2.0,₹56.8 Lac,Not specified,Sarjapura Attibele Road,1045.0,858,5435.0,2.0,0.0,Under construction,None,New Property,Not specified,Unfurnished,Sarjapura Attibele Road,Not Specified,Vilaras Legacy,1045.0,Multistorey Apartment,Bangalore,5680000.0
3.0,₹2.9 Cr,"₹16,23,999",Sarjapur Road,1657.0,1360,17501.0,3.0,0.0,Ready to move,None,Resale,9,Furnished,Sarjapur Road,East,SJR Palazza City,1657.0,Multistorey Apartment,Bangalore,29000000.0
2.0,₹80 Lac,Not specified,Electronics City Phase 1,1146.0,1146,6980.0,2.0,2.0,Ready to move,None,Resale,4,Semi-Furnished,Electronics City Phase 1,East,Laasya Pride,1146.0,Multistorey Apartment,Bangalore,8000000.0
3.0,₹1.75 Cr,Not specified,Agara Village,1875.0,1314,9333.0,3.0,3.0,Not specified,Study Room,Resale,3,Unfurnished,BOMMANAHALLI ZONE,East,Abhee Riviera Royale,1875.0,Multistorey Apartment,Bangalore,17500000.0
2.0,₹1.49 Cr,Not specified,Sarjapur Road,1350.0,1000,11037.0,2.0,0.0,Not specified,Study Room,Resale,28,Unfurnished,Sarjapur Road,East,Abhee Celestial City,1350.0,Multistorey Apartment,Bangalore,14900000.0
2.0,₹52.6 Lac,Not specified,Attibele,752.0,617,6994.0,2.0,0.0,Ready to move,None,New Property,7,Unfurnished,Manchanahalli Road,East,UNKNOWN,752.0,Multistorey Apartment,Bangalore,5260000.0
3.0,₹2.17 Cr,"₹12,15,199",Thirumagondanahalli,1865.0,1531,11635.0,3.0,2.0,Not specified,Study Room,Resale,22,Unfurnished,Thirumagondanahalli,Not Specified,Sobha Brooklyn Towers Town Park,1865.0,Multistorey Apartment,Bangalore,21700000.0
2.0,₹1.36 Cr,Not specified,Sarjapur Road,1100.0,800,12363.0,2.0,0.0,Not specified,Store Room,Resale,25,Unfurnished,Godrej Park Retreat,Not Specified,Godrej Park Retreat,1100.0,Multistorey Apartment,Bangalore,13600000.000000002
3.0,₹2.85 Cr,"₹15,95,999",Btm Layout Stage 4,2200.0,1650,12954.0,3.0,3.0,Ready to move,Servant Room,Resale,8,Not Specified,hill crest,West,Hiranandani Hill Crest,2200.0,Multistorey Apartment,Bangalore,28500000.0
3.0,₹79 Lac,"₹4,42,399",Uttarahalli Main Road,1350.0,1150,5851.0,2.0,2.0,Ready to move,Servant Room,New Property,2,Unfurnished,uttarahalli main road,North - East,UNKNOWN,1350.0,Multistorey Apartment,Bangalore,7900000.0
3.0,₹1.45 Cr,"₹8,11,999",Attibele,2102.0,1726,6898.0,3.0,2.0,Not specified,Store Room,Resale,Not specified,Unfurnished,silkfarm,East,UNKNOWN,2102.0,Villa,Bangalore,14500000.0
5.0,₹1.7 Cr,Not specified,Bommasandra,3000.0,2500,5666.0,4.0,0.0,Ready to move,Store Room,Resale,Not specified,Unfurnished,Building no 26 icon malgudi layout grand icon road omkar nagar near to hosur main road and narayana multi speciality hospital bommasandra banglore 60099,East,UNKNOWN,3000.0,Villa,Bangalore,17000000.0
2.0,₹70 Lac,Not specified,Kodichikknahalli,1225.0,1005,5714.0,2.0,2.0,Ready to move,None,Resale,1,Semi-Furnished,Kodichikanhallai Main road,South,Mahaveer Marvel,1225.0,Multistorey Apartment,Bangalore,7000000.0
3.0,₹1.2 Cr,Not specified,Sarjapur Road,1531.0,1400,7838.0,3.0,4.0,Ready to move,None,Resale,4,Semi-Furnished,Sarjapur Road,North,Srinivasa Signature,1531.0,Multistorey Apartment,Bangalore,12000000.0
2.0,₹75 Lac,"₹4,19,999",Attibele,752.0,617,9973.0,2.0,0.0,Ready to move,None,Resale,10,Unfurnished,Attibele banglore,East,Shriram 107 Southeast,752.0,Multistorey Apartment,Bangalore,7500000.0
3.0,₹1.75 Cr,Not specified,Doddabele,2243.0,1600,7802.0,3.0,2.0,Ready to move,None,Resale,3,Furnished,Kengeri,East,Linea Sunflower,2243.0,Multistorey Apartment,Bangalore,17500000.0
5.0,₹4 Cr,Not specified,Kumaraswamy Layout Stage 1,2200.0,1806,18181.0,4.0,0.0,Ready to move,None,Resale,Not specified,Semi-Furnished,Stage 1st Kumaraswamy Layout,South - East,UNKNOWN,2200.0,Residential House,Bangalore,40000000.0
2.0,₹30 Lac,"₹1,67,999",Anekal,836.0,836,3588.0,2.0,2.0,Ready to move,None,Resale,3,Unfurnished,medehalli,Not Specified,Janaadhar Shubha,836.0,Multistorey Apartment,Bangalore,3000000.0
3.0,₹1.6 Cr,Not specified,Chikkakannalli,1256.0,1159,12738.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Chikkakannalli,Not Specified,Assetz 63 Degree East,1256.0,Multistorey Apartment,Bangalore,16000000.0
3.0,₹95 Lac,Not specified,Arehalli,1260.0,1034,7539.0,2.0,0.0,Ready to move,None,Resale,2,Unfurnished,Arehalli,Not Specified,UNKNOWN,1260.0,Builder Floor Apartment,Bangalore,9500000.0
2.0,₹65 Lac,Not specified,Uttarahalli,1200.0,985,5416.0,2.0,0.0,Ready to move,None,Resale,2,Semi-Furnished,Uttarahalli,Not Specified,Shri Pavamana Residency,1200.0,Multistorey Apartment,Bangalore,6500000.0
2.0,₹1.72 Cr,Not specified,Kudlu Gate,1195.0,805,14393.0,2.0,0.0,Ready to move,None,Resale,11,Semi-Furnished,Kudlu Gate,Not Specified,UNKNOWN,1195.0,Multistorey Apartment,Bangalore,17200000.0
2.0,₹2.1 Cr,"₹11,75,999",Sarjapur Road,1503.0,1234,13972.0,2.0,0.0,Ready to move,None,Resale,15,Unfurnished,Sarjapur Road,West,UNKNOWN,1503.0,Multistorey Apartment,Bangalore,21000000.0
2.0,₹1.15 Cr,Not specified,Singasandra,965.0,750,11917.0,2.0,0.0,Not specified,None,Resale,8,Unfurnished,Singasandra,West,TVS Emerald Jardin,965.0,Multistorey Apartment,Bangalore,11500000.0
3.0,₹85 Lac,"₹4,75,999",Jp Nagar,1330.0,1092,6390.0,2.0,2.0,Ready to move,None,Resale,4,Semi-Furnished,17th Cross,North,Mahaveer Jewel,1330.0,Multistorey Apartment,Bangalore,8500000.0
3.0,₹3.7 Cr,"₹20,71,999",Kanakapura Road,2753.0,2690,13439.0,3.0,2.0,Ready to move,None,New Property,9,Unfurnished,Kanakapura Road,East,Total Environment The Magic Faraway Tree,2753.0,Multistorey Apartment,Bangalore,37000000.0
2.0,₹50 Lac,"₹2,80,000",Jigani,950.0,250,5263.0,2.0,0.0,Ready to move,None,Resale,Not specified,Semi-Furnished,Jigani,Not Specified,UNKNOWN,950.0,Villa,Bangalore,5000000.0
2.0,₹48 Lac,"₹2,68,732",Kanakapura Road,850.0,350,5647.0,2.0,0.0,Ready to move,None,Resale,Not specified,Unfurnished,Harohalli,Not Specified,UNKNOWN,850.0,Villa,Bangalore,4800000.0
2.0,₹80 Lac,Not specified,Jp Nagar Phase 8,1200.0,1100,6666.0,2.0,0.0,Ready to move,None,Resale,2,Unfurnished,South Avenue,Not Specified,UNKNOWN,1200.0,Multistorey Apartment,Bangalore,8000000.0
2.0,₹57 Lac,"₹3,19,199",Kanakapura Road,1100.0,1100,5181.0,2.0,0.0,Ready to move,Store Room,Resale,2,Unfurnished,Kanakapura Road,North - East,Balaji Layout,1100.0,Multistorey Apartment,Bangalore,5700000.0
3.0,₹1.5 Cr,Not specified,Sarjapur,1500.0,1250,10000.0,3.0,2.0,Ready to move,None,Resale,13,Semi-Furnished,Mj Lifestyle Amadeus,Not Specified,MJ Lifestyle Amadeus,1500.0,Multistorey Apartment,Bangalore,15000000.0
4.0,₹2.5 Cr,Not specified,Vidyasagar Layout Gundappa Layout,2800.0,2200,8928.0,6.0,2.0,Ready to move,None,Resale,1,Semi-Furnished,No 6 1st Cross Vidya Sagar Layout Gottigere off Bannerghata Road Bangalore 560083,West,UNKNOWN,2800.0,Residential House,Bangalore,25000000.0
3.0,₹2.9 Cr,"₹16,23,999",Banashankari,2380.0,2380,12184.0,3.0,3.0,Not specified,Store Room,New Property,8,Unfurnished,168,East,TATA The Promont,2380.0,Multistorey Apartment,Bangalore,29000000.0
2.0,₹35 Lac,"₹1,95,999",Electronics City Phase 1,950.0,850,3684.0,2.0,2.0,Ready to move,None,Resale,Not specified,Semi-Furnished,Electronics City Phase 1,Not Specified,UNKNOWN,950.0,Villa,Bangalore,3500000.0
2.0,₹85 Lac,"₹4,75,999",Bommanahalli,1260.0,950,6746.0,2.0,0.0,Ready to move,None,Resale,1,Furnished,Bommanahalli,North,DS Max Serenity,1260.0,Multistorey Apartment,Bangalore,8500000.0
2.0,₹1.29 Cr,"₹7,26,543",Doddakannelli,998.0,780,12925.0,2.0,0.0,Ready to move,None,New Property,16,Unfurnished,Sarjapur Road,East,Godrej Park Retreat,998.0,Multistorey Apartment,Bangalore,12900000.0
2.0,₹39.6 Lac,"₹2,21,692",Bannerghatta Main Road,1200.0,950,3300.0,2.0,2.0,Not specified,None,Resale,Not specified,Unfurnished,Bannerghatta Main Road,Not Specified,UNKNOWN,1200.0,Residential House,Bangalore,3960000.0
4.0,₹3.7 Cr,"₹20,71,999",Gangasandra,1900.0,1578,19473.0,5.0,3.0,Not specified,None,New Property,Not specified,Unfurnished,Urbanrise paradise on earth,East,UNKNOWN,1900.0,Villa,Bangalore,37000000.0
3.0,₹92 Lac,"₹5,15,199",Rajarajeshwari Nagar,1506.0,1236,6108.0,3.0,3.0,Ready to move,None,Resale,3,Unfurnished,Rajarajeshwari Nagar,Not Specified,Grand Gandharva,1506.0,Multistorey Apartment,Bangalore,9200000.0
5.0,₹1 Cr,"₹5,60,000",Naganathapura,2000.0,1500,5000.0,4.0,0.0,Ready to move,None,Resale,Not specified,Semi-Furnished,Naganathapura,East,UNKNOWN,2000.0,Residential House,Bangalore,10000000.0
3.0,₹1.85 Cr,Not specified,Sarjapur Road,2300.0,1888,8043.0,3.0,0.0,Ready to move,None,Resale,Not specified,Furnished,Sarjapur Road,Not Specified,UNKNOWN,2300.0,Villa,Bangalore,18500000.0
3.0,₹2 Cr,Not specified,Bommasandra,2443.0,1800,8186.0,3.0,0.0,Ready to move,Servant Room,New Property,Not specified,Unfurnished,Villa no 3 castleton green villas phase 2 icon malgudi omkar nagar bommasandra hennagara amanikere hosur main road chandapura bangalore562106,East,UNKNOWN,2443.0,Villa,Bangalore,20000000.0
3.0,₹1.2 Cr,Not specified,N S Palya,1235.0,1014,9716.0,2.0,0.0,Not specified,None,Resale,3,Semi-Furnished,7th main and 17th cross BTM 2nd Stage,East,UNKNOWN,1235.0,Builder Floor Apartment,Bangalore,12000000.0
2.0,₹48 Lac,"₹2,68,732",Kanakapura Road,850.0,350,5647.0,2.0,0.0,Ready to move,Store Room,Resale,Not specified,Unfurnished,harohalli Kanakapura,East,UNKNOWN,850.0,Villa,Bangalore,4800000.0
2.0,₹66 Lac,"₹3,69,599",Singasandra,1045.0,1045,6315.0,2.0,2.0,Ready to move,None,Resale,3,Semi-Furnished,Kudlu,West,Sri Vandana Meadows,1045.0,Multistorey Apartment,Bangalore,6600000.0
4.0,₹2.35 Cr,"₹13,15,999",Sarjapur Road,2700.0,2430,8703.0,4.0,2.0,Ready to move,None,Resale,1,Semi-Furnished,no 60 reliable lifestyle Sarjapur road,North - West,UNKNOWN,2700.0,Residential House,Bangalore,23500000.0
4.0,₹2.95 Cr,Not specified,Koramangala,2700.0,2500,10925.0,4.0,0.0,Ready to move,None,Resale,2,Furnished,210310,North,Vars Golden Gables,2700.0,Multistorey Apartment,Bangalore,29500000.0
2.0,₹1 Cr,Not specified,Koramangala,1635.0,1365,6116.0,2.0,0.0,Ready to move,Servant Room,Other,5,Unfurnished,Aishvarya 2 apartment new french colony,East,Aishwarya 2,1635.0,Multistorey Apartment,Bangalore,10000000.0
2.0,₹1.7 Cr,Not specified,Akshayanagar,1200.0,1100,14166.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,Standalone Building 1st Block Akshay Nagar Ramamurthy Nagar Bengaluru Karnataka.,East,UNKNOWN,1200.0,Residential House,Bangalore,17000000.0
3.0,₹1.75 Cr,Not specified,Choodasandra,1640.0,1300,10670.0,3.0,2.0,Ready to move,None,New Property,3,Unfurnished,Choodasandra,East,GR Sitara,1640.0,Multistorey Apartment,Bangalore,17500000.0
3.0,₹1.99 Cr,Not specified,Sarjapur Road,1609.0,1350,12367.0,3.0,3.0,Ready to move,None,Resale,2,Unfurnished,Sarjapur Road,North - East,SJR Verity,1609.0,Multistorey Apartment,Bangalore,19900000.0
2.0,₹75 Lac,"₹4,19,999",Uttarahalli,1100.0,929,6818.0,2.0,0.0,Ready to move,None,Resale,11,Unfurnished,Uttarahalli Hobli Bangalore,West,Pride Springfields,1100.0,Multistorey Apartment,Bangalore,7500000.0
3.0,₹2.7 Cr,"₹15,11,999",Royal County,2300.0,1888,11739.0,3.0,0.0,Ready to move,Study Room,Resale,2,Furnished,627.,North,UNKNOWN,2300.0,Residential House,Bangalore,27000000.0
3.0,₹4.5 Cr,Not specified,Lakedew Residency,2275.0,1706,19780.0,4.0,2.0,Ready to move,None,Resale,Not specified,Semi-Furnished,Lakedew Residency,Not Specified,UNKNOWN,2275.0,Residential House,Bangalore,45000000.0
2.0,₹85 Lac,Not specified,Bommasandra Jigani Link Road,1044.0,1040,8141.0,2.0,0.0,Ready to move,None,Resale,4,Unfurnished,A405.,East,Svamitva Emerald Square,1044.0,Multistorey Apartment,Bangalore,8500000.0
3.0,₹1.35 Cr,Not specified,Yamare,1529.0,1293,8829.0,3.0,2.0,Ready to move,None,Resale,14,Semi-Furnished,Yamare,North,Dasta Concerto,1529.0,Multistorey Apartment,Bangalore,13500000.0
3.0,₹1.35 Cr,Not specified,Electronics City Phase 1,1500.0,1231,9000.0,2.0,0.0,Ready to move,None,Resale,8,Unfurnished,Electronics City Phase 1,East,GM Global Techies Town,1500.0,Multistorey Apartment,Bangalore,13500000.0
2.0,₹1.25 Cr,Not specified,Hosa Road,1197.0,877,10442.0,2.0,2.0,Ready to move,None,Resale,2,Furnished,69 kasavanahalli road,North,Emmanuel Heights,1197.0,Multistorey Apartment,Bangalore,12500000.0
2.0,₹2.8 Cr,"₹15,68,002",Hosa Road,1900.0,1650,14736.0,2.0,0.0,Ready to move,Store Room,Resale,Not specified,Semi-Furnished,Gattahalli,North,UNKNOWN,1900.0,Villa,Bangalore,28000000.0
2.0,₹85 Lac,Not specified,Uttarahalli,1145.0,970,7423.0,2.0,0.0,Ready to move,None,Resale,3,Furnished,D029,North,Rampriya Brundavan,1145.0,Multistorey Apartment,Bangalore,8500000.0
2.0,₹1.25 Cr,"₹6,99,999",Rajarajeshwari Nagar,1108.0,980,11281.0,2.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,Plot No. 201,North,UNKNOWN,1108.0,Builder Floor Apartment,Bangalore,12500000.0
3.0,₹1.25 Cr,Not specified,Bannerghatta Main Road,1530.0,1530,8169.0,2.0,2.0,Ready to move,None,Resale,4,Furnished,Akshaya Nagar,West,Sumukha Maple Grove,1530.0,Multistorey Apartment,Bangalore,12500000.0
3.0,₹1.02 Cr,Not specified,Jp Nagar Phase 8,1405.0,856,7259.0,2.0,3.0,Ready to move,None,Resale,4,Unfurnished,Phase 8th JP Nagar,West,Sai Platinum Gardenia,1405.0,Multistorey Apartment,Bangalore,10200000.0
2.0,₹2.12 Cr,"₹11,87,199",Haralur,1174.0,936,18057.0,2.0,0.0,Ready to move,None,Resale,10,Furnished,Tower 11.,North - West,Prestige Ferns Residency,1174.0,Multistorey Apartment,Bangalore,21200000.0
3.0,₹2.7 Cr,"₹15,11,999",Begur Road,1614.0,1210,16728.0,3.0,0.0,Ready to move,None,Resale,15,Furnished,Begur Road,West,Prestige Song of the South,1614.0,Multistorey Apartment,Bangalore,27000000.0
2.0,₹60 Lac,"₹3,35,999",Padmanabhanagar,1100.0,1100,5454.0,2.0,0.0,Ready to move,Store Room,Resale,3,Unfurnished,Padmanabhanagar,West,Sapthagiri Elegance,1100.0,Multistorey Apartment,Bangalore,6000000.0
3.0,₹2 Cr,Not specified,Ramanjaneyanagar,2400.0,2100,8333.0,3.0,2.0,Ready to move,None,Resale,3,Unfurnished,No 282 3rd floor 7th cross ramanjaneyanagar chikkalasandra bangalore 560061,East,UNKNOWN,2400.0,Builder Floor Apartment,Bangalore,20000000.0
4.0,₹1.66 Cr,Not specified,Singasandra,3100.0,2600,5354.0,4.0,0.0,Ready to move,None,New Property,3,Semi-Furnished,Flat no 31 a block 3rd floor gr shanthi nivas apartment manipal county road aishwarya crystal layout singasandra hosur main road banglore 560068,East,GR Shantinivas,3100.0,Penthouse,Bangalore,16600000.0
3.0,₹1.1 Cr,Not specified,Kanakapura Road,1525.0,1100,7213.0,3.0,2.0,Ready to move,None,Resale,3,Semi-Furnished,Kanakapura Road,North,UNKNOWN,1525.0,Multistorey Apartment,Bangalore,11000000.0
